,txt_file,result
27,SERASA-R12394534.txt,1
28,SERASA-R12414173.txt,1
29,SERASA-R2132206.txt,1
30,SERASA-R1293274.txt,1
31,SERASA-R1606426.txt,1
32,SERASA-R560244.txt,1
33,SERASA-R12434772.txt,1
34,SERASA-R1498186.txt,1
35,SERASA-R6951495.txt,1
36,SERASA-R1679577.txt,1
37,SERASA-R1211631.txt,1
38,SERASA-R2022418.txt,1
39,,1
40,,1
41,SERASA-R12194775.txt,1
42,SERASA-R1817372.txt,1
43,SERASA-R1602602.txt,1
44,,1
45,,1
46,SERASA-R1983272.txt,1
47,SERASA-R12319102.txt,1
48,SERASA-R1176792.txt,1
49,SERASA-R1273234.txt,1
50,,1
51,SERASA-R12288562.txt,1
52,SERASA-R1146803.txt,1
53,SERASA-R855701.txt,1
54,SERASA-R19705015.txt,1
55,,1
56,,1
57,SERASA-R2017142.txt,1
58,SERASA-R1795636.txt,1
59,,1
60,SERASA-R1109513.txt,0
61,SERASA-R12325781.txt,0
62,SERASA-R1163789.txt,0
63,,0
64,SERASA-R1284455.txt,0
65,,0
66,SERASA-R2162434.txt,0
67,SERASA-R114892.txt,0
68,SERASA-R2226512.txt,0
69,SERASA-R12361381.txt,0
70,SERASA-R12306221.txt,0
71,SERASA-R12266171.txt,0
72,SERASA-R1253377.txt,0
73,SERASA-R1268653.txt,0
74,SERASA-R1059038.txt,0
75,,0
76,SERASA-R12388941.txt,0
77,SERASA-R12302381.txt,0
78,,0
79,SERASA-R12356041.txt,0
80,SERASA-R12371123.txt,0
81,SERASA-R12844411.txt,0
82,SERASA-R1672761.txt,0
83,SERASA-R1741182.txt,0
84,SERASA-R12368402.txt,0
85,SERASA-R12366803.txt,0
86,SERASA-R1619706.txt,0
87,SERASA-R1208516.txt,0
88,SERASA-R1197034.txt,0
89,SERASA-R907294.txt,0
90,SERASA-R12422381.txt,0
91,SERASA-R873591.txt,0
92,SERASA-R2004976.txt,0
93,SERASA-R2030303.txt,0
94,SERASA-R610776.txt,0
95,SERASA-R2200225.txt,0
96,SERASA-R1922113.txt,0
